[1569237.75, 11040.0]	556952,1285,170,22,5681,920,6948,0.18181818181818177	 250 R1: 0 6 5 6 1 9 0  R2: 0 2 7 9 10 9 10 6 10 5 0  R3: 0 10 1 3 1 8 1 10 6 8 1 4 3 6 11 1 10 8 1 10 2 9 1 5 8 3 6 0  R4: 0 8 4 7 1 5 2 0  R5: 0 1 3 5 8 5 10 7 1 6 5 11 2 1 9 7 2 6 3 4 8 3 10 11 0  R6: 0 10 4 10 11 4 3 1 9 0  R7: 0 3 9 2 10 11 2 5 9 10 4 10 11 8 3 4 6 4 7 3 2 3 5 10 9 0  R8: 0 1 5 2 5 7 2 9 8 2 5 6 11 4 8 10 5 1 5 3 4 6 0  R9: 0 7 1 4 5 6 7 2 6 9 0  R10: 0 8 2 4 0  R11: 0 7 9 7 5 11 0  R12: 0 2 5 2 9 2 1 9 2 5 6 11 10 6 5 3 1 6 5 7 9 1 7 2 9 11 6 0  R13: 0 9 4 5 0  R14: 0 10 2 5 1 2 4 5 2 3 1 8 1 5 9 3 10 4 1 8 6 11 9 7 0  R15: 0 1 3 5 9 2 4 9 11 7 6 3 8 10 0  R16: 0 1 5 8 2 3 9 0  R17: 0 2 7 3 11 5 1 4 6 1 4 5 2 9 7 1 8 2 8 3 1 11 6 7 4 0  R18: 0 1 5 11 4 5 8 1 3 11 6 9 11 0  R19: 0 7 3 0  R20: 0 4 3 0  R21: 0 4 1 8 3 2 5 1 7 5 9 1 2 8 7 4 8 1 6 2 4 8 10 0  R22: 0 2 3 9 4 10 3 10 5 4 10 8 7 3 4 9 1 11 6 5 2 8 6 5 4 11 9 0  
[1586147.625, 9660.0]	600902,1117,184,27,5676,805,6846,0.19444444444444442	 250 R1: 0 5 3 5 11 7 10 2 5 7 5 2 4 3 4 1 10 9 6 4 7 3 10 9 11 8 0  R2: 0 4 11 9 4 3 7 10 1 5 8 3 1 6 0  R3: 0 1 3 2 5 2 9 4 0  R4: 0 11 10 11 10 8 7 4 8 2 6 0  R5: 0 6 11 0  R6: 0 1 4 0  R7: 0 3 10 8 9 4 5 3 8 1 9 10 5 1 4 9 11 5 3 6 10 4 7 0  R8: 0 5 9 2 9 11 2 3 5 1 5 9 7 1 2 5 9 7 6 9 5 8 0  R9: 0 3 2 5 2 5 1 10 9 10 4 7 3 1 5 1 6 1 2 11 4 8 1 3 11 0  R10: 0 11 3 9 0  R11: 0 8 4 0  R12: 0 2 8 1 5 0  R13: 0 6 3 4 0  R14: 0 7 2 0  R15: 0 3 5 8 9 2 3 8 10 3 1 2 9 11 8 6 1 5 7 2 8 10 0  R16: 0 8 3 0  R17: 0 10 5 6 11 10 4 8 3 9 1 5 1 8 1 11 3 5 4 7 4 3 2 9 6 5 9 11 10 8 0  R18: 0 1 3 5 2 1 9 5 0  R19: 0 1 7 11 7 2 3 0  R20: 0 7 5 9 5 10 2 9 7 1 4 6 10 5 10 9 10 1 3 6 3 10 2 4 1 5 6 7 0  R21: 0 7 2 9 2 5 11 5 8 7 3 2 11 4 9 8 10 4 10 4 6 0  R22: 0 1 3 5 6 2 9 0  R23: 0 9 1 11 5 7 5 2 9 3 1 6 10 0  R24: 0 1 5 3 4 0  R25: 0 1 5 0  R26: 0 3 5 9 1 7 6 11 0  R27: 0 4 1 3 6 5 1 6 1 3 6 1 6 8 5 2 1 2 4 9 11 9 8 6 0  
[1588656.375, 11988.0]	575387,1321,161,23,5737,999,6856,0.19565217391304346	 250 R1: 0 8 6 0  R2: 0 2 9 0  R3: 0 10 7 4 9 5 9 2 3 7 3 10 11 8 4 1 11 6 4 10 1 3 10 11 7 1 11 9 0  R4: 0 8 1 8 5 9 8 1 10 3 10 3 11 4 9 8 5 2 1 7 4 8 0  R5: 0 1 3 11 2 5 2 9 8 1 9 3 2 9 11 8 3 2 5 2 11 9 4 0  R6: 0 6 10 0  R7: 0 7 5 1 3 9 0  R8: 0 4 9 2 3 4 3 4 5 11 1 11 10 6 9 4 9 5 7 2 8 6 11 0  R9: 0 5 4 10 4 8 2 3 6 10 8 5 1 9 5 7 3 8 10 1 5 6 5 2 7 0  R10: 0 10 5 4 8 7 2 1 5 1 4 3 7 3 10 6 8 3 10 0  R11: 0 5 7 11 2 7 1 5 2 5 6 10 3 7 10 6 3 5 9 7 2 9 11 4 0  R12: 0 9 2 5 9 7 10 5 1 6 1 5 11 10 8 0  R13: 0 3 9 2 5 9 2 9 0  R14: 0 1 5 1 3 7 10 6 10 3 5 11 7 1 4 3 5 2 8 3 9 1 6 0  R15: 0 11 9 3 0  R16: 0 1 5 6 1 2 1 3 8 10 5 10 7 2 6 0  R17: 0 6 9 0  R18: 0 9 1 5 3 5 9 5 8 11 9 10 9 2 8 1 4 2 6 5 3 1 4 0  R19: 0 1 5 3 7 2 9 0  R20: 0 1 5 2 5 0  R21: 0 7 5 0  R22: 0 5 3 7 10 5 1 11 2 5 2 3 9 6 8 7 4 1 8 4 3 5 9 11 6 2 0  R23: 0 10 4 10 4 0  
[1569468.75, 11328.0]	568337,1143,181,24,5656,944,6783,0.20833333333333337	 250 R1: 0 4 3 5 7 5 6 7 3 10 9 2 1 10 5 1 7 3 6 10 8 0  R2: 0 1 5 3 1 3 2 3 9 8 10 6 11 9 6 3 9 5 1 9 11 8 7 0  R3: 0 5 2 5 2 9 8 6 1 5 0  R4: 0 7 4 0  R5: 0 8 6 2 4 5 8 1 9 10 7 2 9 6 3 1 11 8 1 5 9 3 11 9 1 2 6 0  R6: 0 1 3 5 2 9 0  R7: 0 2 3 2 5 2 9 0  R8: 0 3 10 2 5 9 8 3 8 4 1 5 1 6 4 2 8 7 3 10 2 11 9 0  R9: 0 10 6 4 11 10 6 5 3 0  R10: 0 9 10 0  R11: 0 3 7 1 3 2 9 11 2 5 1 8 4 3 7 2 3 1 9 4 2 9 8 3 7 6 0  R12: 0 1 5 1 3 5 2 9 0  R13: 0 7 10 3 10 11 7 8 4 5 4 10 4 3 6 11 8 9 1 10 8 10 1 4 9 11 8 5 0  R14: 0 11 2 5 9 2 9 11 9 5 9 11 10 8 10 3 10 4 11 9 5 6 1 11 5 9 7 0  R15: 0 9 1 5 1 4 3 11 0  R16: 0 8 5 3 0  R17: 0 7 1 7 2 0  R18: 0 4 5 8 6 5 1 4 5 2 3 10 5 7 10 1 7 1 4 8 3 10 9 0  R19: 0 1 5 7 5 7 5 3 11 0  R20: 0 3 5 0  R21: 0 6 1 9 2 6 4 0  R22: 0 2 7 2 11 0  R23: 0 2 9 2 8 7 9 6 0  R24: 0 5 7 2 5 10 2 9 7 10 3 11 6 11 7 10 5 7 5 1 2 4 5 8 3 4 7 0  
[1514057.25, 10392.0]	579082,1013,166,25,5420,866,6827,0.24	 250 R1: 0 5 2 5 9 11 8 11 9 4 3 5 1 10 1 10 4 9 11 3 7 6 0  R2: 0 1 3 5 4 3 7 1 4 6 5 7 5 6 11 7 10 6 3 8 3 10 4 6 0  R3: 0 4 5 10 0  R4: 0 9 5 2 9 7 0  R5: 0 2 8 2 0  R6: 0 3 8 4 1 3 10 11 8 11 10 8 1 11 5 9 4 11 9 6 7 0  R7: 0 3 10 2 6 5 9 2 3 9 10 2 5 9 4 9 1 7 3 6 5 3 10 4 0  R8: 0 8 4 0  R9: 0 7 3 0  R10: 0 8 3 0  R11: 0 6 10 0  R12: 0 1 3 5 2 9 5 4 0  R13: 0 1 3 5 7 2 9 1 0  R14: 0 9 10 5 9 8 5 1 5 2 11 4 3 8 10 0  R15: 0 1 3 5 0  R16: 0 1 5 1 3 2 9 4 0  R17: 0 7 11 5 3 0  R18: 0 7 3 10 6 9 5 6 10 3 9 8 2 3 5 8 3 1 8 3 4 8 10 3 0  R19: 0 11 2 8 5 2 1 9 7 3 1 5 10 7 2 8 10 4 6 7 2 0  R20: 0 9 5 7 9 11 7 6 2 8 10 9 3 5 7 1 11 2 6 5 9 6 4 7 10 0  R21: 0 8 5 0  R22: 0 2 5 2 9 3 8 6 1 3 11 6 8 5 4 1 2 8 11 9 4 7 0  R23: 0 6 1 9 0  R24: 0 4 3 5 6 7 10 1 5 1 8 7 3 2 9 1 8 10 1 2 11 5 6 5 9 1 11 4 0  R25: 0 2 1 5 9 2 9 6 2 3 1 9 1 5 1 2 3 8 1 2 9 1 5 4 10 7 0  
[1627669.0, 11400.0]	599395,1261,183,24,5876,950,6611,0.17708333333333337	 250 R1: 0 1 3 7 2 9 0  R2: 0 8 5 2 5 7 4 8 9 10 11 6 10 7 8 7 10 1 2 9 6 4 0  R3: 0 2 5 7 2 9 1 4 11 7 5 6 5 9 10 7 2 8 2 8 11 1 0  R4: 0 1 3 5 2 5 9 5 9 6 1 10 3 1 10 7 8 5 3 10 2 1 0  R5: 0 1 4 0  R6: 0 3 11 10 2 5 9 3 1 11 9 7 3 4 3 8 10 4 2 6 1 9 5 1 11 0  R7: 0 5 2 5 2 9 8 1 6 5 10 9 11 4 9 6 3 8 3 7 4 10 0  R8: 0 1 3 1 3 8 0  R9: 0 3 1 3 5 11 7 6 5 6 10 7 3 6 4 1 9 4 3 9 4 7 3 10 5 8 3 11 9 0  R10: 0 1 5 8 3 2 3 9 0  R11: 0 7 3 11 5 11 5 4 5 0  R12: 0 11 3 9 0  R13: 0 8 2 0  R14: 0 7 9 6 2 5 9 7 10 2 8 4 3 1 5 10 5 1 4 9 5 9 7 2 4 11 6 0  R15: 0 7 1 3 5 2 9 4 2 3 5 10 5 0  R16: 0 1 10 6 2 5 4 3 0  R17: 0 6 1 8 2 9 0  R18: 0 9 5 10 4 8 2 1 11 9 8 7 1 8 6 0  R19: 0 1 4 5 8 5 0  R20: 0 7 9 8 4 3 7 0  R21: 0 1 6 0  R22: 0 3 10 3 10 4 5 8 0  R23: 0 4 5 8 9 5 2 1 8 1 2 8 10 5 4 6 4 7 2 5 11 6 9 5 8 0  R24: 0 5 2 5 9 8 1 4 10 3 11 7 11 6 9 8 5 1 10 4 7 6 9 11 10 2 0  
[1445817.125, 10668.0]	564521,874,169,25,5159,889,6947,0.22999999999999998	 250 R1: 0 1 3 7 5 9 8 10 2 5 8 1 2 7 9 8 4 11 2 9 5 9 1 11 8 0  R2: 0 1 4 0  R3: 0 5 9 7 2 9 4 5 2 3 4 3 9 1 10 6 0  R4: 0 6 5 2 9 3 6 0  R5: 0 3 1 3 11 9 3 7 6 1 8 3 6 1 11 10 5 9 4 10 4 5 6 10 0  R6: 0 11 6 0  R7: 0 2 1 3 5 10 3 8 4 0  R8: 0 2 6 10 1 9 4 0  R9: 0 10 4 2 8 0  R10: 0 8 4 8 5 0  R11: 0 10 7 9 6 0  R12: 0 6 10 11 0  R13: 0 1 5 3 2 5 1 5 6 1 10 7 10 8 3 5 1 4 10 1 11 3 7 8 3 6 0  R14: 0 3 4 3 7 11 8 1 9 11 2 4 7 10 6 0  R15: 0 6 10 7 2 4 9 7 2 10 7 5 7 2 6 8 6 4 5 7 1 2 3 10 9 11 9 0  R16: 0 9 1 4 3 10 2 9 0  R17: 0 7 5 2 5 9 2 9 8 2 5 10 5 9 7 6 0  R18: 0 1 3 5 8 3 2 7 3 10 0  R19: 0 9 5 11 5 9 8 2 3 9 1 5 9 11 10 5 7 4 8 3 2 1 6 0  R20: 0 1 3 7 3 5 0  R21: 0 2 5 9 2 9 4 9 5 8 1 7 10 6 3 5 3 1 5 1 7 5 2 0  R22: 0 1 5 7 5 11 0  R23: 0 5 8 3 4 7 2 9 0  R24: 0 4 1 5 8 6 11 9 8 11 4 8 0  R25: 0 2 5 10 2 1 11 5 9 2 3 10 11 8 4 1 9 3 6 4 1 10 11 4 6 5 8 7 0  
[1520691.75, 10392.0]	558072,1064,166,24,5467,866,6940,0.21875	 250 R1: 0 9 10 0  R2: 0 6 5 6 1 9 0  R3: 0 6 2 10 5 9 1 3 5 6 1 10 2 9 3 11 6 4 0  R4: 0 2 5 2 9 8 0  R5: 0 1 3 7 5 9 8 10 2 5 8 1 2 7 9 8 4 11 2 9 5 9 1 11 8 0  R6: 0 11 9 7 5 0  R7: 0 8 4 0  R8: 0 1 5 7 9 4 3 2 9 4 5 10 6 7 2 4 3 1 8 9 10 1 2 9 6 5 4 0  R9: 0 7 5 2 5 0  R10: 0 5 9 2 9 1 0  R11: 0 1 4 8 3 5 0  R12: 0 1 3 5 7 2 8 7 3 6 11 10 5 0  R13: 0 5 9 5 7 10 9 5 2 1 11 8 10 4 8 3 1 5 10 0  R14: 0 1 3 5 8 1 6 0  R15: 0 3 9 6 3 11 3 10 3 6 1 2 3 6 8 1 11 4 5 6 1 4 6 10 11 9 8 7 0  R16: 0 8 3 0  R17: 0 11 6 0  R18: 0 1 5 1 3 4 11 3 11 8 10 4 11 6 7 10 7 1 6 1 8 2 4 5 3 8 0  R19: 0 7 2 5 9 2 9 7 5 9 2 10 1 8 1 6 3 7 2 9 5 3 10 7 8 6 0  R20: 0 10 1 2 8 5 6 3 5 4 10 8 1 10 7 3 5 3 6 9 0  R21: 0 11 7 11 2 9 7 1 2 3 10 9 5 9 7 6 4 7 4 10 8 11 7 2 4 0  R22: 0 2 5 0  R23: 0 3 5 9 7 10 0  R24: 0 5 10 5 2 6 10 9 2 3 10 8 4 3 1 4 5 9 4 6 11 5 10 6 8 3 7 0  
[1524547.75, 11640.0]	563148,1072,176,24,5489,970,6776,0.14583333333333337	 250 R1: 0 5 9 5 8 5 8 1 5 10 9 1 5 3 5 6 3 8 2 4 8 5 7 0  R2: 0 1 5 3 6 2 9 2 5 9 2 8 1 2 9 7 1 7 4 8 1 2 11 9 4 3 10 0  R3: 0 11 7 3 9 7 0  R4: 0 8 10 8 7 5 6 4 0  R5: 0 2 6 5 9 0  R6: 0 2 1 2 3 4 0  R7: 0 3 11 1 5 4 3 11 8 6 10 7 5 11 1 11 4 6 9 6 1 8 3 4 10 0  R8: 0 3 1 3 11 10 3 10 9 6 1 6 11 8 6 3 4 8 10 6 1 7 0  R9: 0 1 5 2 8 3 5 7 10 9 3 10 6 4 11 0  R10: 0 8 3 2 9 0  R11: 0 11 3 9 0  R12: 0 7 5 7 9 7 5 2 9 1 0  R13: 0 9 7 2 8 5 3 4 0  R14: 0 2 5 9 2 9 7 1 4 6 5 10 3 6 11 4 3 0  R15: 0 1 3 7 5 7 2 9 11 3 11 6 10 5 4 1 0  R16: 0 9 10 6 5 2 10 9 5 6 2 5 1 11 8 6 9 1 10 6 3 8 3 9 4 10 11 0  R17: 0 1 4 3 1 8 3 5 0  R18: 0 9 2 5 9 3 5 7 1 11 2 10 4 9 1 7 2 6 5 0  R19: 0 5 9 5 9 8 7 2 6 11 8 1 7 2 8 5 1 10 4 7 5 9 1 6 5 9 1 11 10 0  R20: 0 1 3 5 0  R21: 0 2 8 1 5 0  R22: 0 1 5 0  R23: 0 4 2 5 9 4 9 8 4 3 6 7 2 1 5 4 5 3 1 7 8 3 10 0  R24: 0 2 9 11 7 0  
[1504092.625, 11904.0]	580609,1080,175,26,5369,992,6824,0.20192307692307687	 250 R1: 0 7 3 5 11 5 0  R2: 0 2 5 2 9 10 8 11 9 5 9 1 7 9 7 3 7 3 5 3 6 10 11 0  R3: 0 1 4 0  R4: 0 5 7 5 9 8 3 7 5 7 3 7 2 4 1 3 5 1 6 4 9 11 8 6 10 0  R5: 0 3 1 3 10 11 4 3 8 6 10 7 6 5 1 6 1 7 1 4 8 11 3 10 6 5 1 0  R6: 0 6 1 5 8 0  R7: 0 5 9 7 5 1 2 10 3 5 7 11 10 0  R8: 0 3 8 3 8 9 2 4 11 8 1 2 8 5 1 10 1 2 6 4 9 8 3 11 0  R9: 0 2 5 9 2 9 7 1 2 3 11 10 6 11 5 7 4 10 8 3 1 10 5 4 0  R10: 0 9 8 10 4 3 0  R11: 0 8 3 0  R12: 0 10 6 0  R13: 0 10 6 11 2 8 5 0  R14: 0 2 4 10 11 6 9 0  R15: 0 3 4 5 7 6 3 2 9 8 4 2 4 5 6 0  R16: 0 6 1 3 2 6 2 5 1 8 2 0  R17: 0 1 5 3 0  R18: 0 1 5 8 3 8 1 5 4 5 10 9 0  R19: 0 7 5 1 3 2 9 2 3 9 6 10 11 10 3 11 4 5 11 6 8 9 1 2 7 11 0  R20: 0 4 5 9 7 2 9 0  R21: 0 1 5 1 3 4 5 8 6 0  R22: 0 7 1 2 9 0  R23: 0 1 4 2 5 7 2 3 0  R24: 0 6 9 1 0  R25: 0 5 9 10 5 8 1 5 9 6 1 8 2 7 1 2 5 9 4 6 7 2 5 9 11 10 0  R26: 0 2 3 2 5 7 6 5 1 4 9 8 3 6 10 4 9 6 3 10 4 11 8 11 1 11 5 9 0  
[1555280.75, 11520.0]	574800,1147,181,27,5554,960,6881,0.2592592592592593	 250 R1: 0 4 3 5 1 11 8 1 0  R2: 0 3 1 5 3 8 5 1 5 7 5 10 11 2 4 3 1 10 8 3 9 1 10 8 3 0  R3: 0 5 2 5 2 7 10 5 8 11 9 11 4 8 4 6 3 5 3 2 4 9 1 0  R4: 0 5 7 3 10 6 0  R5: 0 6 5 1 8 0  R6: 0 9 2 0  R7: 0 3 10 8 3 4 6 7 10 6 4 6 7 3 1 8 1 11 3 6 3 10 1 7 6 10 5 9 1 11 2 0  R8: 0 2 5 2 4 2 9 0  R9: 0 6 9 7 6 11 0  R10: 0 7 2 9 0  R11: 0 2 5 0  R12: 0 10 6 0  R13: 0 10 4 10 4 0  R14: 0 1 3 2 5 9 0  R15: 0 1 5 1 4 3 2 5 9 10 4 0  R16: 0 7 3 2 5 9 10 7 9 11 1 10 1 7 1 6 1 8 11 0  R17: 0 7 3 5 9 11 10 5 8 2 7 2 3 6 5 7 1 4 9 8 3 10 11 9 11 1 2 4 0  R18: 0 10 8 11 2 6 10 3 10 5 10 6 7 9 5 11 6 2 6 5 2 1 10 9 7 0  R19: 0 1 3 5 0  R20: 0 11 8 0  R21: 0 8 5 9 2 9 6 1 8 4 3 11 7 2 5 1 8 6 4 10 8 1 6 0  R22: 0 7 6 1 3 8 9 5 6 2 9 1 0  R23: 0 4 8 2 5 4 6 5 2 5 1 5 1 9 8 2 8 9 10 11 0  R24: 0 4 2 3 6 10 3 5 11 6 3 4 9 2 11 3 5 9 0  R25: 0 1 3 5 0  R26: 0 1 4 5 0  R27: 0 5 9 7 9 5 9 3 7 1 5 1 11 8 3 5 10 7 6 4 7 5 1 7 5 6 11 5 9 2 0  
[1713873.125, 10092.0]	622471,1464,178,25,6204,841,6750,0.06999999999999995	 250 R1: 0 11 8 0  R2: 0 3 5 8 10 4 7 6 3 8 1 3 7 9 6 2 3 6 4 3 5 3 6 11 5 7 0  R3: 0 5 9 2 5 7 10 9 1 10 9 10 5 9 7 11 8 1 3 10 2 6 8 0  R4: 0 10 9 10 4 3 5 1 7 1 4 5 1 2 6 11 0  R5: 0 2 5 1 2 3 9 11 6 0  R6: 0 8 4 3 0  R7: 0 11 2 5 11 10 8 3 4 9 7 5 6 1 8 3 9 0  R8: 0 6 7 6 10 5 9 1 11 0  R9: 0 2 5 8 6 9 0  R10: 0 10 1 6 2 7 2 9 2 10 5 9 11 3 1 10 6 3 9 4 6 2 4 7 11 8 0  R11: 0 10 6 5 3 10 1 4 0  R12: 0 1 3 1 5 9 2 7 3 5 7 4 1 9 2 10 4 11 2 8 3 9 0  R13: 0 4 2 4 5 3 6 1 2 7 1 10 4 8 6 7 1 9 11 2 0  R14: 0 9 1 10 5 2 3 9 0  R15: 0 8 9 7 9 6 1 3 0  R16: 0 1 5 3 0  R17: 0 1 5 2 8 2 5 1 9 5 0  R18: 0 11 1 11 2 7 6 9 6 1 10 6 8 5 1 5 2 7 8 9 4 0  R19: 0 1 3 5 7 1 8 1 2 0  R20: 0 8 2 5 1 3 8 4 9 0  R21: 0 9 7 5 11 7 3 5 11 9 0  R22: 0 1 4 3 5 0  R23: 0 4 3 5 1 11 8 5 1 8 1 7 10 3 5 3 2 10 6 1 5 11 1 9 10 11 0  R24: 0 5 3 7 5 2 4 3 5 10 8 3 1 2 8 5 8 9 11 5 4 8 3 9 10 6 0  R25: 0 2 5 9 2 1 5 8 11 9 4 11 4 3 0  
[1686930.625, 10416.0]	584688,1481,160,22,6138,868,6800,0.1477272727272727	 250 R1: 0 1 8 3 2 4 0  R2: 0 6 10 6 9 5 2 9 1 4 7 11 2 10 6 10 9 6 5 4 11 0  R3: 0 2 8 1 2 3 7 3 10 5 10 6 7 1 5 3 4 10 4 8 5 9 6 11 0  R4: 0 1 3 1 2 1 7 9 2 3 2 1 9 7 4 8 4 7 3 10 2 4 9 5 8 0  R5: 0 2 9 7 4 11 5 1 8 11 8 5 1 9 8 1 2 3 10 6 0  R6: 0 3 2 8 5 3 6 8 11 7 4 1 3 6 10 5 9 11 2 5 8 9 1 11 3 4 0  R7: 0 5 9 2 9 0  R8: 0 1 3 5 10 8 0  R9: 0 8 1 3 0  R10: 0 3 10 5 10 3 7 6 11 10 5 4 2 3 1 9 2 6 1 8 1 5 10 4 11 9 1 11 5 7 6 9 0  R11: 0 1 5 1 2 10 8 1 5 9 8 1 8 1 6 3 7 8 4 9 6 10 0  R12: 0 11 6 0  R13: 0 7 3 6 4 5 9 2 9 5 10 3 7 5 7 9 1 11 10 2 5 1 9 6 7 8 9 4 2 0  R14: 0 7 9 7 1 4 3 10 0  R15: 0 2 5 9 1 2 3 2 9 6 10 6 3 5 1 7 1 8 6 5 9 11 7 4 0  R16: 0 11 8 3 5 4 8 6 10 3 1 6 7 8 3 2 6 5 3 9 11 10 1 8 0  R17: 0 1 5 2 7 2 3 9 4 5 7 11 2 10 8 11 10 1 4 8 6 0  R18: 0 9 1 3 2 5 9 11 0  R19: 0 1 3 5 11 7 4 0  R20: 0 4 5 8 0  R21: 0 11 4 3 0  R22: 0 1 5 7 3 5 11 0  
[1445563.375, 11244.0]	553914,931,184,25,5153,937,7004,0.28	 250 R1: 0 6 9 7 10 6 5 11 0  R2: 0 1 3 8 10 2 9 5 2 8 1 2 9 7 2 4 9 6 4 11 3 6 10 6 5 11 9 0  R3: 0 5 9 2 9 5 11 6 1 5 1 5 8 9 8 2 1 8 9 0  R4: 0 3 8 10 8 5 3 9 2 3 11 8 1 7 10 6 1 3 10 4 9 1 6 0  R5: 0 11 6 0  R6: 0 11 7 0  R7: 0 7 3 11 3 0  R8: 0 8 1 11 5 0  R9: 0 10 1 4 0  R10: 0 8 3 0  R11: 0 2 8 2 9 5 0  R12: 0 10 6 1 4 3 2 6 10 8 7 3 10 6 10 11 3 5 1 4 9 4 8 9 1 11 6 0  R13: 0 1 3 1 5 8 10 3 6 10 11 6 9 1 6 11 7 4 6 5 2 9 7 8 11 0  R14: 0 1 3 6 2 5 7 6 9 4 10 4 3 6 5 0  R15: 0 9 10 0  R16: 0 8 3 2 1 0  R17: 0 1 5 7 3 5 9 7 10 1 10 2 5 9 11 0  R18: 0 7 5 10 5 2 7 2 9 2 10 7 5 1 7 2 1 8 3 2 7 1 8 4 11 8 3 2 6 0  R19: 0 4 7 0  R20: 0 11 5 9 2 8 1 10 11 9 3 4 3 1 10 5 8 1 8 10 11 7 4 0  R21: 0 9 1 2 5 7 9 1 3 5 9 10 5 11 10 11 4 0  R22: 0 7 2 1 5 0  R23: 0 4 9 4 5 1 4 8 3 10 5 7 1 11 4 9 5 6 1 2 5 9 4 0  R24: 0 1 3 2 5 2 9 0  R25: 0 3 5 3 7 2 0  
[1559792.125, 10656.0]	589769,971,180,28,5565,888,6731,0.2321428571428571	 250 R1: 0 1 5 10 6 3 9 7 6 11 8 1 2 10 9 8 1 7 4 6 4 5 11 3 9 11 8 7 0  R2: 0 4 10 5 0  R3: 0 1 3 0  R4: 0 10 6 10 5 0  R5: 0 9 5 0  R6: 0 2 6 8 9 0  R7: 0 3 10 3 5 9 1 3 10 9 5 7 5 9 10 4 2 3 0  R8: 0 6 9 7 5 11 6 0  R9: 0 3 9 11 7 3 11 1 8 6 10 2 3 6 8 1 11 5 3 10 6 1 4 6 7 5 0  R10: 0 2 5 2 9 0  R11: 0 7 3 0  R12: 0 2 5 0  R13: 0 8 2 11 3 0  R14: 0 2 5 2 9 8 9 6 0  R15: 0 8 9 2 8 1 10 3 10 4 3 11 9 6 3 8 10 6 1 5 11 9 7 0  R16: 0 1 5 1 4 11 7 2 3 2 5 2 5 4 1 0  R17: 0 1 3 0  R18: 0 8 11 3 9 10 2 1 0  R19: 0 7 1 7 2 4 7 5 2 1 10 11 8 7 4 9 1 10 8 7 1 8 4 2 0  R20: 0 1 5 1 5 9 0  R21: 0 2 8 0  R22: 0 11 5 8 5 2 9 6 5 3 9 1 11 9 8 10 1 5 6 10 4 8 1 11 2 0  R23: 0 10 5 9 2 9 10 7 2 3 10 8 2 5 1 2 3 2 11 9 6 0  R24: 0 1 5 0  R25: 0 7 2 0  R26: 0 4 1 8 1 3 6 11 6 9 11 10 3 10 6 1 6 5 4 2 9 7 1 6 2 0  R27: 0 5 7 5 9 4 3 10 5 4 6 8 7 3 1 5 7 10 3 1 5 2 11 8 4 0  R28: 0 2 9 2 10 2 5 6 9 2 1 8 1 6 2 5 1 9 3 10 5 9 8 3 4 7 0  
